"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1482",87859,"toys","premium",4.1,6,10,72.3,830
"1483",114607,"toys","off_brand",3.7,25,22,74,754
"1484",126698,"food","premium",3.3,12,21,33.4,1149
"1485",110345,"food",NA,3.8,5,20,54.5,994
"1486",223868,"health",NA,4.8,10,18,50.5,2448
"1487",142349,"other","off_brand",4.6,18,19,41.3,748
"1488",85566,"health","premium",4.3,0,23,16.2,1080
"1489",133563,"health","premium",3.9,18,NA,29.9,971
"1490",47814,"toys","off_brand",3,3,19,69.9,1004
"1491",44614,"other","off_brand",3.2,12,32,46.4,691
"1492",184188,"toys","premium",4.8,5,28,54.2,2823
"1493",102303,"health",NA,3.8,4,28,53.8,2246
"1494",264520,"health","off_brand",4.6,10,15,21.9,3213
"1495",157511,"health","premium",4.2,20,16,61.5,2222
"1496",153538,"toys","off_brand",4.5,14,31,35.5,891
"1497",199771,"health","premium",4.5,1,27,NA,3717
"1498",57817,"toys","off_brand",3.6,10,10,46.3,893
"1499",104524,"toys","premium",3.6,8,28,44.4,1995
"1500",233932,"toys","premium",4.8,6,11,48.9,3582
"1501",124117,"toys","premium",4.1,17,11,76.3,720
"1502",132623,"toys","premium",3.4,16,15,64.7,1342
"1503",297677,"toys","off_brand",4.9,12,13,56,3778
"1504",93292,"health","off_brand",4,2,23,72.3,1468
"1505",105670,"health","off_brand",3.8,3,27,67,1613
"1506",207955,"health","off_brand",3.8,3,13,5,3790
"1507",99687,"food","premium",4.1,7,29,66.5,876
"1508",139502,"health","premium",4.5,8,32,72.2,2091
"1509",109908,"toys","premium",3.6,2,22,69,1859
"1510",234533,"toys","off_brand",4.6,11,11,41.1,3091
"1511",172126,"health","off_brand",4.9,5,18,33.9,930
"1512",119544,"other","off_brand",4.2,4,14,42.3,1273
"1513",155167,"toys","off_brand",4.4,8,10,81,1480
"1514",97286,"toys","off_brand",4.2,8,22,39.5,621
"1515",168814,"health","premium",4.6,8,21,NA,1382
"1516",118133,"food","off_brand",3.6,2,21,47.5,903
"1517",153954,"health","premium",4.7,7,30,40.3,1966
"1518",83050,"food","premium",3.3,10,25,63.1,960
"1519",79442,"health","off_brand",3.4,10,23,45.6,1472
"1520",187398,"health","off_brand",4.5,8,21,47.2,2384
"1521",180050,"food","premium",4.5,5,22,57,1972
"1522",130028,"toys","premium",4.6,13,23,57.6,1354
"1523",209618,"food","off_brand",4.9,13,5,55.2,935
"1524",100820,"health","off_brand",4.1,9,17,26.7,980
"1525",66780,"toys","premium",3.8,3,17,40.5,958
"1526",107220,"toys","off_brand",4.5,8,25,98.3,716
"1527",90018,"health","premium",3.9,13,29,38.8,1085
"1528",145931,"other","off_brand",4.7,9,36,25.1,965
"1529",138808,"toys","premium",4.6,8,11,48.6,1558
"1530",209188,"other","off_brand",4.3,4,30,37.8,2755
"1531",250567,"health","off_brand",4.8,12,22,56,3146
"1532",131418,"food","off_brand",3.9,5,28,46.3,1906
"1533",136624,"health","premium",3.9,14,25,54.1,2430
"1534",185698,"food","premium",4.9,2,23,53.5,1645
"1535",133111,"toys","off_brand",4.4,7,24,73.2,1046
"1536",124847,"health","off_brand",4.3,2,23,66.8,1299
"1537",189829,"toys","premium",4.4,3,19,35.4,2901
"1538",127958,"food","premium",3.9,21,21,79.6,678
"1539",102421,"health","premium",2.9,18,32,23.9,1303
"1540",126666,"toys","premium",4.4,2,24,64.8,2091
"1541",204018,"health","off_brand",4.4,5,10,54.1,2486
"1542",139840,"health","off_brand",4,2,13,53.3,2006
"1543",185458,"toys","off_brand",3.6,6,32,62.9,3919
"1544",195526,"other","premium",4,4,18,46.1,3254
"1545",226482,"toys","off_brand",4.9,12,19,52.5,2366
"1546",70002,"health","premium",4.2,2,16,42.4,611
"1547",133576,"other","premium",3.7,11,13,5,2016
"1548",123284,"health","off_brand",4.4,3,32,59.4,984
"1549",179464,"other","premium",4.6,11,26,38.5,1788
"1550",149223,"health","premium",4.3,7,NA,62.7,2348
"1551",109949,"health","premium",4.3,0,21,12.5,1737
"1552",183989,"food","off_brand",2.6,2,NA,28.2,3177
"1553",108842,"toys","premium",3.9,10,26,53.8,2489
"1554",103479,"toys","premium",4.4,23,22,33.7,854
"1555",118643,"health","off_brand",4.3,8,31,5,1137
"1556",109166,"food","premium",4.3,7,NA,NA,855
"1557",148032,"health","off_brand",3.9,6,15,47.6,2546
"1558",181671,"food","off_brand",4.6,29,17,88.7,744
"1559",123139,"toys","premium",4.8,1,NA,52.6,1027
"1560",185261,"health","premium",4.8,1,NA,32.8,2419
"1561",199147,"toys","off_brand",4.9,6,16,65.9,1351
"1562",251999,"toys","off_brand",4.7,4,16,66.5,3404
"1563",170354,"health","premium",4.3,7,15,69.2,2574
"1564",111751,"health","off_brand",4,5,7,39.2,891
"1565",153106,"toys","off_brand",4,12,9,57.8,1521
"1566",197774,"health","off_brand",4,3,11,78.4,3358
"1567",211229,"food","off_brand",4.6,7,26,54.9,2139
"1568",84358,"toys","off_brand",4,4,NA,70.4,1623
"1569",112896,"health","premium",2.8,17,19,NA,2693
"1570",166321,"other","premium",3.4,21,25,54.6,2784
"1571",186774,"food","off_brand",4.9,11,4,17.8,751
"1572",194475,"health","off_brand",4.6,2,31,39.3,3366
"1573",85261,"toys","off_brand",3.2,12,NA,80.3,851
"1574",123992,"toys","premium",3.2,4,20,64.4,3081
"1575",78963,"food","premium",3.4,3,12,30.8,1100
"1576",128029,"health","off_brand",3.1,7,36,48.8,2193
"1577",172736,"health","premium",4.9,5,29,51.1,1542
"1578",187271,"toys","off_brand",4.4,15,10,56,2142
"1579",148853,"other","off_brand",4.1,4,14,54.2,1832
"1580",130077,"health","off_brand",4.2,13,22,36,727
"1581",152424,"health","off_brand",4.7,8,24,42.6,1111
"1582",169237,"health","off_brand",4.8,11,31,45.8,777
"1583",152132,"other","premium",4,1,11,52,2351
"1584",134659,"toys","off_brand",4.4,1,30,56.1,1010
"1585",215598,"other","off_brand",4.7,8,33,90.1,2967
"1586",189632,"food","premium",3.9,13,17,54.5,3248
"1587",280179,"health","premium",4.6,12,20,57.3,4589
"1588",185323,"health","off_brand",4.1,4,28,60.3,2652
"1589",137911,"toys","off_brand",4.4,17,16,58,958
"1590",123713,"health","off_brand",4.6,2,20,52.1,1522
"1591",98745,"toys","off_brand",4,15,21,79.3,798
"1592",197036,"health","premium",4.4,1,17,50.8,3128
"1593",56392,"other","premium",2.6,6,15,82.3,812
"1594",219253,"food","off_brand",4.6,5,22,69.8,3035
"1595",198560,"toys","premium",4.4,5,23,56.9,3295
"1596",231566,"health","off_brand",4.7,6,20,37.5,2750
"1597",57535,"other","premium",1.9,10,12,5,815
"1598",206057,"food","off_brand",4.2,5,NA,41.3,2661
"1599",262355,"health","off_brand",4.7,16,17,72.3,2723
"1600",162189,"health","off_brand",3.5,9,22,62.6,2602
"1601",146293,"health","off_brand",4.5,5,11,36.4,1235
"1602",170421,"health","off_brand",4.6,15,30,47.7,1215
"1603",139571,"toys","premium",3.9,3,25,37.3,3094
"1604",174039,"toys","premium",4.5,10,14,76.5,2165
"1605",92515,"other","off_brand",3,15,21,49.9,1189
"1606",154293,"health","off_brand",4.7,12,26,44.4,2121
"1607",60956,"toys","premium",4.2,6,13,9.9,840
"1608",140064,"health","off_brand",4.6,7,26,56.6,1318
"1609",230256,"health","off_brand",4.5,12,23,84.8,2856
"1610",78630,"toys",NA,3.9,12,34,NA,1089
"1611",137693,"toys","off_brand",3.9,6,12,74,2436
"1612",164844,"health",NA,3.5,12,13,51.5,2809
"1613",145214,"health","premium",4.1,3,29,42.3,2637
"1614",188477,"toys","premium",4.8,14,7,64,1531
"1615",151879,"toys","premium",4.5,7,19,62.2,1729
"1616",155391,"toys","off_brand",4.6,4,15,93.8,2596
"1617",158413,"food","off_brand",2.8,4,17,84.5,2291
"1618",206529,"food","premium",4.2,2,21,83.3,2640
"1619",120863,"food","premium",4.1,10,21,25.1,945
"1620",133159,"health","premium",3.5,7,23,40.1,2802
"1621",104652,"toys","off_brand",3.5,4,21,76.8,1216
"1622",263363,"health","premium",4.4,6,7,30.8,3862
"1623",224236,"health","premium",4.5,17,19,21.9,2777
"1624",139696,"health","off_brand",4.1,12,12,48,1806
"1625",223627,"toys","off_brand",4.5,15,10,55.4,2318
"1626",232106,"health","off_brand",4.3,5,10,5,2632
"1627",188283,"health","off_brand",4.1,2,20,71.9,3397
"1628",219546,"toys","premium",4.6,12,5,47.9,2558
"1629",113325,"toys","premium",4.8,3,29,40.5,1088
"1630",144548,"toys","premium",4.9,7,25,35.3,1140
"1631",143454,"health","premium",4.7,7,14,NA,868
"1632",204612,"toys","off_brand",4.3,5,13,51.7,2457
"1633",281350,"food","premium",4.7,12,8,48.6,3106
"1634",173596,"food","off_brand",4,3,23,84.4,2123
"1635",280625,"food","off_brand",4.8,11,15,50.5,3102
"1636",90112,"health","premium",3.5,10,24,15.7,1159
"1637",186690,"health","premium",4.2,8,25,49.2,2837
"1638",232484,"health","off_brand",3.8,146,11,69.2,3475
"1639",127169,"toys",NA,4.2,206,16,43.2,2121
"1640",125672,"health","off_brand",4.6,15,27,51.7,643
"1641",113527,"health","premium",4.7,6,15,93.3,1193
"1642",152255,"food","off_brand",4.1,21,18,41.9,831
"1643",151607,"health","off_brand",4,4,17,9,2549
"1644",99375,"toys","off_brand",4.4,3,NA,53.5,746
"1645",70256,"other","premium",3.4,9,9,45.2,942
"1646",175766,"toys","premium",4.6,14,16,71.5,1134
"1647",126079,"toys","premium",4,9,30,37.1,2090
"1648",238564,"toys","off_brand",4.2,14,19,72.5,3369
"1649",81989,"health","premium",3.8,9,6,22.5,925
"1650",187472,"toys","premium",3.9,8,13,49.1,3139
"1651",198162,"food","off_brand",4.9,6,30,69.7,1046
"1652",151939,"health","premium",4.5,2,25,52.1,1043
"1653",149458,"health","off_brand",4.8,3,15,81.5,977
"1654",107893,"toys","off_brand",3.2,3,29,59.6,2268
"1655",153287,"health","off_brand",4.8,10,15,34.8,1176
"1656",170240,"food","off_brand",4.6,1,NA,40.7,2384
"1657",122250,"food","off_brand",3.6,12,16,71.7,738
"1658",76396,"food","premium",4,3,22,9.5,912
"1659",27433,"health","off_brand",3.4,2,26,53.7,973
"1660",150350,"health","off_brand",4.4,3,5,60.1,1435
"1661",238105,"toys","off_brand",4.8,3,15,80.6,2917
"1662",213743,"toys","off_brand",4.6,10,15,73.7,3151
"1663",168979,"toys","off_brand",4.7,9,23,66.2,1932
"1664",101452,"health","off_brand",2.9,10,25,55.9,1050
"1665",118414,"health","off_brand",4.4,9,14,38.8,1030
"1666",140809,"other","off_brand",3.7,5,1,30.3,1502
"1667",238410,"other","off_brand",4.3,5,26,33.1,3562
"1668",144540,"health","premium",4.9,10,19,56.7,1243
"1669",155972,"health","premium",2.7,3,19,29.3,2917
"1670",142953,"health","off_brand",4.7,4,28,NA,1138
"1671",173438,"toys","premium",4.6,12,NA,42.6,2852
"1672",67331,"health","off_brand",3.3,6,18,62.6,1182
"1673",236182,"food","premium",4.7,10,18,30.4,2402
"1674",168011,"toys","off_brand",4.8,16,NA,90.8,1276
"1675",82640,"toys","off_brand",3.6,11,30,76.4,868
"1676",130063,"toys","premium",4.7,7,19,56.5,1811
"1677",94298,"health","off_brand",4,4,19,13.4,1237
"1678",267598,"health","off_brand",4.8,3,11,55.6,3371
"1679",172311,"health","off_brand",4.3,11,20,75.9,2176
"1680",198092,"food","off_brand",4,4,22,77.5,2263
"1681",269336,"health","off_brand",4.8,11,24,39.3,3572
"1682",95492,"other","premium",3.7,4,22,56.3,959
"1683",168460,"food","off_brand",4.3,9,19,58.1,1126
"1684",248333,"health","premium",4.8,6,15,75.1,3451
"1685",120380,"toys","off_brand",4.4,3,15,46.9,1258
"1686",132244,"health","off_brand",4.3,9,20,57.3,1944
"1687",185186,"health","off_brand",4.7,1,13,NA,1873
"1688",200706,"food","off_brand",3.2,3,24,7.2,3478
"1689",101043,"health","off_brand",4.3,9,21,50.6,777
"1690",113852,"health","off_brand",4,2,NA,54.9,2202
"1691",264266,"food","off_brand",4.8,14,15,64,2340
"1692",177135,"health","premium",4.6,3,13,67,2396
"1693",185947,"other","off_brand",4.7,15,29,33.9,1412
"1694",162408,"food","premium",4.3,223,27,49.9,2055
"1695",111213,"toys","off_brand",4.1,15,27,81.4,968
"1696",226509,"toys","off_brand",4.7,6,27,37.9,2950
"1697",82290,"toys","off_brand",3.8,10,31,89.9,671
"1698",145491,"other","off_brand",4.4,7,31,20.9,1297
"1699",161186,"toys","off_brand",4.6,8,NA,NA,2634
"1700",78561,"other","premium",4.3,2,14,30.5,846
"1701",126481,"health","off_brand",4.3,7,NA,57.6,996
"1702",163143,"health","off_brand",4.5,9,21,33.8,1918
"1703",97582,"toys","premium",4.4,13,35,45,1068
"1704",150340,"other","premium",4.2,8,27,49.5,2919
"1705",165874,"toys","off_brand",3.7,7,24,60.5,2887
"1706",170700,"food","off_brand",3.9,18,24,70.9,1263
"1707",61468,"other","off_brand",3.5,2,20,36.2,1012
"1708",112781,"food","off_brand",3.6,2,NA,26.9,1140
"1709",104508,"toys","off_brand",4.3,6,22,60.9,1025
"1710",237988,"toys",NA,3.8,6,NA,55.2,4241
"1711",116389,"health","premium",3.9,5,11,23.8,941
"1712",116903,"toys","premium",4.6,4,19,NA,1236
"1713",86682,"toys",NA,3.9,3,20,60.5,2190
"1714",74672,"health","off_brand",2.9,15,NA,45.8,1216
"1715",187236,"health","off_brand",4.2,4,12,27.8,2310
"1716",74012,"health","off_brand",3.1,15,20,76.1,751
"1717",90996,"other","premium",4.5,4,25,46.3,1072
"1718",210109,"toys","premium",4.7,7,8,67,2990
"1719",237274,"other","off_brand",4.3,7,12,13.2,4102
"1720",187436,"toys","premium",4.3,6,15,46.9,3311
"1721",84763,"toys","premium",3.7,6,11,50.5,963
"1722",125489,"health",NA,4.5,4,24,NA,1229
"1723",193035,"other","off_brand",4.5,14,24,32.1,2315
"1724",211868,"other","premium",4.2,13,11,27.3,2936
"1725",64301,"toys","off_brand",3.9,14,32,52.4,1008
"1726",50446,"health","off_brand",3.2,5,16,36,813
"1727",164757,"health","off_brand",4.4,10,NA,44.8,2082
"1728",173377,"health","off_brand",4.4,15,20,42.4,2693
"1729",160867,"toys","off_brand",4.7,6,12,54.9,2188
"1730",171991,"toys","off_brand",3.4,6,5,78.4,3176
"1731",138738,"other","off_brand",4.1,11,27,51.3,1193
"1732",162960,"other","premium",4.5,8,23,60.6,2039
"1733",81096,"health","premium",4.5,7,20,47.2,832
"1734",172688,"health","off_brand",4.4,9,16,51.9,949
"1735",152701,"health","premium",4.4,3,NA,78.8,2468
"1736",116262,"toys","premium",4.2,12,10,89.5,1061
"1737",151996,"toys",NA,4,13,18,41.7,3131
"1738",162903,"health","off_brand",4.6,6,28,22.4,1033
"1739",85135,"health",NA,4,12,10,11.5,1279
"1740",137053,"toys","off_brand",4.6,4,29,85.1,639
"1741",193179,"health","premium",4.3,13,18,41.1,2367
"1742",102334,"toys","off_brand",3.1,19,23,51.7,1697
"1743",184838,"toys","off_brand",4.6,6,28,56.2,2801
"1744",123876,"toys","off_brand",4.3,9,15,61.5,1274
"1745",131395,"health","premium",4.4,10,NA,27.9,988
"1746",191892,"health","off_brand",4.9,9,2,48.4,775
"1747",153423,"other","off_brand",3.7,7,13,20.4,3324
"1748",154700,"health","off_brand",4.5,2,18,54.7,2311
"1749",138325,"health","premium",3.6,9,29,68.7,3167
"1750",174533,"health","off_brand",4.9,9,10,97.9,708
"1751",98169,"health","off_brand",4.2,2,27,68.1,1829
"1752",184417,"health","off_brand",4.9,2,15,NA,2176
"1753",90096,"food","premium",4.2,3,33,28.1,1393
"1754",102628,"health","premium",2.7,4,23,39,2002
"1755",102059,"health","off_brand",3.8,15,27,45.6,1000
"1756",188366,"health","premium",3.7,3,20,56.4,3540
"1757",99441,"health","off_brand",3.4,1,19,51.9,1787
"1758",167606,"toys","off_brand",3.3,4,25,61.1,4026
"1759",96644,"toys","premium",4.5,11,21,63.2,931
"1760",163773,"health","premium",4.3,4,10,5,2286
"1761",132346,"toys","premium",4.1,18,19,62.7,2083
"1762",135459,"health","off_brand",4.7,6,20,38.5,960
"1763",97075,"health","off_brand",4.1,14,18,36.7,1072
"1764",136258,"other","off_brand",4.7,14,19,47.1,782
"1765",184816,"health","off_brand",3.7,3,22,27.9,2619
"1766",143613,"health","premium",3.9,10,16,42.9,2310
"1767",150653,"food","premium",3.7,16,17,49.4,1069
"1768",84344,"toys","premium",4.6,9,19,43.7,1581
"1769",34014,"toys","premium",3.3,2,NA,26,1266
"1770",108647,"toys","off_brand",2.8,13,21,102.6,2156
"1771",92104,"health","premium",3.7,4,32,34.9,609
"1772",142169,"toys","off_brand",4.3,4,23,78.6,2317
"1773",107109,"health","premium",4.4,7,18,50.3,947
"1774",165396,"other","premium",4.6,14,9,67.4,1591
"1775",182590,"other","off_brand",4.6,8,22,50.9,2479
"1776",132461,"health","off_brand",4.6,9,13,63.2,968
"1777",121837,"health","off_brand",4.1,5,15,81,866
"1778",135113,"health","off_brand",4,16,30,55.2,1266
"1779",139311,"health","premium",4.6,6,11,25.8,864
"1780",83219,"other","premium",4.3,4,16,45.9,1109
"1781",127090,"other","premium",4.6,17,19,19.3,764
"1782",269134,"health",NA,4.5,1,28,41.1,4246
"1783",149253,"toys","off_brand",3.5,4,NA,58.7,2549
"1784",157304,"other","premium",3,9,5,51.8,3114
"1785",89067,"toys","off_brand",3.5,2,17,67.3,1142
"1786",176795,"toys","off_brand",4.4,5,7,55.1,2557
"1787",132632,"food","premium",3.7,2,16,68.8,1180
"1788",132238,"health","off_brand",4.3,2,33,107.6,1928
"1789",114476,"toys","off_brand",4.7,4,20,94.3,926
"1790",79488,"health","off_brand",3.4,4,12,29.1,643
"1791",184940,"other","off_brand",3.8,4,26,53.8,3856
"1792",96583,"toys","premium",3.7,4,18,69.3,2111
"1793",167998,"other","premium",3.3,5,14,48.4,3229
"1794",108953,"food","off_brand",4.3,4,37,43,1006
"1795",106650,"toys",NA,4.2,3,16,52.8,1846
"1796",239557,"toys","off_brand",4.9,13,29,28.5,2803
"1797",193201,"health","off_brand",3.9,11,30,NA,2787
"1798",115659,"toys","premium",4.6,13,26,37.5,774
"1799",76849,"toys","premium",4.7,178,22,53.2,614
"1800",123308,"food","off_brand",3.1,6,18,59.4,1721
"1801",145016,"health","premium",4.3,10,15,25.7,1141
"1802",83068,"toys","premium",4.2,5,15,98.9,887
"1803",236865,"health","off_brand",4,16,19,74,2761
"1804",164122,"toys","off_brand",4.8,5,13,88.9,1697
"1805",145435,"other","premium",4.4,5,18,42.9,1917
"1806",152543,"toys","off_brand",3.6,3,23,71.2,3014
"1807",100541,"other","off_brand",3.8,8,15,59.4,1046
"1808",180088,"toys","off_brand",4.6,5,18,17.1,1484
"1809",146774,"toys","off_brand",2.6,2,16,68.9,2808
"1810",187504,"health","premium",4.2,11,23,19.1,2701
"1811",155783,"health","off_brand",4.2,3,19,56.7,2645
"1812",147791,"health","premium",4.7,13,11,67.9,2023
"1813",103353,"food","premium",4.2,10,17,35,1060
"1814",93438,"toys","premium",3.5,2,14,19.3,2286
"1815",175043,"health","off_brand",4,1,29,26,2569
"1816",144521,"toys","off_brand",3.5,4,20,81.9,3413
"1817",167136,"health","premium",4.8,4,25,26,2421
"1818",190408,"food","off_brand",4.4,4,10,37.3,2464
"1819",157179,"other","off_brand",4.9,2,26,49.5,1950
"1820",118160,"toys","premium",3.5,7,NA,47.7,2818
"1821",117435,"health","off_brand",4,4,23,78.3,928
"1822",142310,"toys","premium",4.3,9,30,33.1,2753
"1823",59953,"health","premium",4,7,21,5,653
"1824",161399,"health","premium",4.9,2,23,70.2,2178
"1825",108126,"health","premium",4.2,9,18,22.6,900
"1826",78544,"toys","off_brand",4.4,6,14,60,898
"1827",181573,"toys","premium",4,2,22,32.1,3653
"1828",198485,"food","premium",4.6,7,14,43.5,2277
"1829",113012,"toys","premium",4.1,14,28,69.8,2498
"1830",115502,"health","off_brand",3.8,7,19,38.8,1009
"1831",114589,"food","off_brand",4.1,10,13,37.4,975
"1832",170742,"health","off_brand",4.2,2,22,46.2,3077
"1833",105398,"toys","premium",4.7,6,26,72.1,819
"1834",91193,"food","premium",3.9,6,NA,74.7,648
"1835",81006,"other","premium",4.1,2,24,NA,699
"1836",204001,"health","off_brand",4.5,10,17,50.1,2944
"1837",117050,"other","off_brand",4.3,3,6,62.1,901
"1838",167814,"toys","off_brand",4.3,8,33,41.7,3537
"1839",220110,"other","off_brand",4,9,21,32.2,2783
"1840",179037,"other","off_brand",3.5,10,4,37.8,3114
"1841",72904,"health","premium",4.2,7,27,31.2,1340
"1842",86313,"toys","premium",3.7,10,9,58,775
"1843",218979,"food","premium",4.6,25,32,5,1625
"1844",110893,"health","premium",4.4,13,19,21.5,849
"1845",112168,"health","premium",4.3,9,9,43,957
"1846",81141,"toys","off_brand",4.1,16,22,49.4,962
"1847",200912,"toys","off_brand",4.6,4,21,51.5,3616
"1848",198294,"toys","off_brand",4.7,5,16,82.7,2725
"1849",206144,"health","premium",4.4,10,30,40.3,2902
"1850",192835,"toys","premium",4.4,2,9,68.4,2580
"1851",229550,"other","off_brand",4.8,9,22,46.3,3102
"1852",98410,"toys","premium",4.5,13,20,63.2,1144
"1853",233561,"health","off_brand",4.8,14,23,40,2490
"1854",92553,"toys","premium",4.6,8,31,44.2,870
"1855",200825,"toys","off_brand",4.3,7,37,40.1,3244
"1856",184854,"food","off_brand",4.9,4,9,104.5,1309
"1857",196573,"toys","off_brand",4.8,2,6,108.7,2453
"1858",185769,"toys","off_brand",4.6,8,33,63.4,2921
"1859",157258,"health","off_brand",4.3,5,13,6.3,2482
"1860",89054,"health","off_brand",4,2,10,49.4,899
"1861",143634,"health","off_brand",3.4,8,14,16.4,2139
"1862",157458,"toys","off_brand",3.9,13,19,68.2,2145
"1863",120540,"health","off_brand",4,8,18,NA,884
"1864",165182,"other","off_brand",4.4,4,17,49.3,2763
"1865",86495,"toys","off_brand",3.9,1,18,26.8,765
"1866",216140,"toys","off_brand",5,9,17,117.8,1930
"1867",142482,"toys","off_brand",4.5,9,NA,96.7,1750
"1868",153938,"other","off_brand",4.9,12,32,31.2,657
"1869",134622,"toys","off_brand",4.1,13,26,69.2,2495
"1870",142234,"food","premium",4.8,6,19,37.5,1195
"1871",86519,"health","off_brand",4.2,3,17,57.5,970
"1872",67248,"toys","premium",3.3,4,20,45.6,1666
"1873",161789,"food","off_brand",3.7,5,23,47.8,2890
"1874",137543,"other","premium",4.1,5,26,57.8,1842
"1875",167744,"food","off_brand",4.2,3,25,74.5,1999
"1876",193519,"health","off_brand",3.8,8,15,40,3065
"1877",157874,"food","off_brand",4.1,8,7,22,1833
"1878",88401,"toys","premium",4.3,7,24,38,904
"1879",214659,"toys","off_brand",4.8,3,11,123.8,2858
"1880",126722,"health","premium",4,3,8,12.5,1671
"1881",175745,"health","premium",4.8,14,34,37.7,1607
"1882",219430,"food",NA,4.8,1,14,69.9,2633
"1883",144643,"toys","premium",4.6,3,28,33.3,2724
"1884",108787,"food","premium",4.1,4,20,46.6,812
"1885",125516,"other","premium",4.5,3,10,8.8,1428
"1886",220966,"toys","off_brand",4.5,2,19,51.4,3439
"1887",159895,"health","off_brand",4.5,3,NA,33.7,2488
"1888",119227,"toys","premium",3.4,14,21,14.1,2085
"1889",153056,"toys","off_brand",4.3,9,28,73,2006
"1890",166813,"health","off_brand",4.1,8,27,31.6,1870
"1891",240062,"health","off_brand",4.6,7,22,65.5,3277
"1892",170157,"toys","off_brand",4.9,13,25,56.7,2248
"1893",155668,"health","premium",4.6,17,NA,59.4,1716
"1894",174149,"health","off_brand",4.7,2,26,69.6,2207
"1895",163129,"food","premium",4.3,7,NA,30.6,2418
"1896",190227,"food","premium",4.6,10,9,54.4,835
"1897",130541,"toys","off_brand",4.7,2,34,72.5,1095
"1898",103371,"other","off_brand",3.6,4,24,55.7,1976
"1899",196931,"health","off_brand",4.1,5,1,58.1,2035
"1900",162907,"toys","premium",4,4,30,54.2,2744
"1901",170335,"other","premium",4.3,22,17,5,850
"1902",180388,"toys","off_brand",4.1,8,23,78.1,2688
"1903",138978,"health","premium",2.8,13,17,36.1,2691
"1904",156365,"toys","off_brand",4.1,5,23,63.2,2882
"1905",252012,"food","off_brand",4.2,3,30,41.4,3863
"1906",79008,"health","premium",3.7,6,26,45.3,903
"1907",129200,"other","off_brand",4.3,7,NA,57.9,852
"1908",279952,"health","off_brand",4.4,13,15,37.7,4554
"1909",94350,"toys","off_brand",3.7,10,12,55.5,1236
"1910",136881,"toys","off_brand",4.3,9,23,60.1,932
"1911",59982,"toys","off_brand",2.7,11,13,70.1,971
"1912",223400,"food","off_brand",4.6,12,21,55.2,1361
"1913",130600,"health","premium",4.7,4,18,65.6,1230
"1914",247789,"toys","premium",4.9,9,14,31.6,2446
"1915",162431,"health","off_brand",4.5,2,20,40.3,2044
"1916",184403,"toys","premium",4.3,1,17,69,2962
"1917",245997,"toys","off_brand",4.8,3,33,NA,3099
"1918",164834,"health","off_brand",4.5,3,33,30.8,3031
"1919",115933,"toys","premium",4.1,10,12,53.8,1041
"1920",192820,"toys","premium",4.9,8,15,5,1143
"1921",173235,"food","premium",4.7,2,9,52.2,1729
"1922",160312,"health","off_brand",4.8,8,14,59.5,1248
"1923",136532,"toys","off_brand",4.2,8,20,40,999
"1924",114760,"toys","off_brand",4.3,3,20,72,789
"1925",144001,"health","off_brand",4.5,9,18,17.9,1288
"1926",60604,"toys","premium",3.3,8,26,31.4,749
"1927",107578,"other","premium",4.8,6,25,39.9,1029
"1928",189089,"health","premium",4.4,9,23,NA,2654
"1929",130623,"toys","premium",4,10,29,24,2460
"1930",224991,"toys","premium",4.2,24,32,42.8,3054
"1931",95104,"toys","off_brand",4.2,10,15,61.5,971
"1932",142552,"toys","premium",3.9,3,23,39.9,3413
"1933",116418,"health","off_brand",4.8,2,22,46.1,820
"1934",198471,"health","off_brand",3.9,7,26,44.4,3570
"1935",129283,"health","off_brand",4.7,16,4,59.1,679
"1936",95667,"health","premium",4,17,10,26.7,813
"1937",90571,"toys","off_brand",3.7,6,8,71.9,1002
"1938",126355,"toys","off_brand",4,7,20,54.7,2220
"1939",154306,"health","premium",3.3,8,15,28,3566
"1940",176791,"health","premium",4.4,1,14,46.2,2938
"1941",156875,"toys","off_brand",4.4,1,19,73.5,2135
"1942",196227,"toys","off_brand",4.3,9,16,105.7,2514
"1943",244223,"other","premium",4.4,2,16,69.7,3262
"1944",158146,"toys","premium",4.8,3,30,56.7,1759
"1945",256844,"food","premium",4.7,9,NA,48.5,2855
"1946",196216,"toys","off_brand",4.7,4,10,90.8,2457
"1947",130884,"food","premium",4.4,11,16,55.9,1012
"1948",117285,"toys","off_brand",3.9,1,12,28.7,1615
"1949",144067,"other","off_brand",3.1,10,NA,79.1,2801
"1950",107258,"health",NA,4.4,7,14,37.3,1033
"1951",121921,"health","off_brand",4.4,6,NA,24.2,2357
"1952",117186,"health","premium",4.3,12,11,12.9,1681
"1953",149701,"toys","off_brand",4.4,7,NA,110.8,1808
"1954",207130,"toys","off_brand",4.8,4,19,NA,2578
"1955",176705,"other","off_brand",3.7,7,28,33.8,3486
"1956",169102,"toys","off_brand",4.8,12,6,53.3,1880
"1957",122058,"health","off_brand",3.9,7,21,60.3,1819
"1958",97442,"toys","off_brand",4.5,13,18,57.5,816
"1959",128167,"other","off_brand",4.6,7,11,19.9,1101
"1960",118944,"toys","premium",4.4,4,NA,74.2,767
"1961",120446,"other","premium",4,10,26,23.1,2118
"1962",199303,"toys","off_brand",4.2,9,31,46,3122
"1963",96556,"food","off_brand",3.8,7,NA,23.2,636
